Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Clay,7.41397932,2.719084601,30.82620025,20.06260932,48.18605822,Drip Irrigation,,Fenugreek
Nitrogenous,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Sprinkler Irrigation,,Sugarcane
Chalky (Calcareous),8.399240044,2.276452614,25.31703997,25.53115779,41.00349347,Drip Irrigation,,Onion
Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sprinkler Irrigation,,Sugarcane
Loamy,7.617727898,0.155817354,25.96174721,18.04215011,47.52531019,Tube Well,,Fennel
Clay,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Sprinkler Irrigation,,Pulses
Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Sprinkler Irrigation,,Cumin
Sandy,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Drip Irrigation,,Citrus
Chalky (Calcareous),7.291045227,0.987096063,24.64573791,29.55709544,33.59772214,Tube Well,,Fenugreek
Nitrogenous,7.088032257,1.640445274,40.24906048,20.00341409,43.91065001,Canal Irrigation,,Mustard
Nitrogenous,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Tube Well,,Wheat
Nitrogenous,7.697899424,2.131775406,36.42047897,7.868039647,28.06535065,Canal Irrigation,,Cotton
Saline,8.177721401,2.585099355,30.67148249,20.39798931,42.77028886,Sprinkler Irrigation,,Onion
Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Drip Irrigation,,Opium
Loamy,8.248715842,2.928851172,29.48284388,13.80473649,50.47921751,Sprinkler Irrigation,,Citrus
Loamy,7.843283873,2.37053689,25.61651457,23.30229976,38.0725338,Canal Irrigation,,Gram
Nitrogenous,7.594739911,2.503721987,23.72538666,20.92355237,44.68957769,Drip Irrigation,,Fennel
Saline,8.121702899,2.614015105,28.32598506,11.03039443,37.16647446,Sprinkler Irrigation,,Chilli
Nitrogenous,7.384349529,1.711790212,37.35517345,16.5025239,34.81466963,Tube Well,,Mango
Sandy,7.869826576,1.045321956,36.59151162,20.36340262,37.94253428,Drip Irrigation,,Opium
Sandy,7.702411704,1.982451767,25.73033546,26.45230371,40.27599621,Tube Well,,Cotton
Alkaline,8.546598966,1.24405829,35.79690522,24.86550781,36.1045363,Tube Well,,Onion
Clay,7.72343625,1.8287254,30.85231885,15.18633717,38.9669436,Tube Well,,Gram
Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Tube Well,,Cotton
Saline,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Sprinkler Irrigation,,Opium
Loamy,7.998816038,1.856602882,33.79757444,18.54120684,39.70086928,Drip Irrigation,,Chilli
Chalky (Calcareous),6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Drip Irrigation,,Guava
Clay,7.392106437,1.411119271,37.34892129,16.88864889,30.79866808,Sprinkler Irrigation,,Wheat
Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Drip Irrigation,,Chilli
Black lava soil,8.041499969,1.461809406,26.63104947,24.78768582,26.43693718,Canal Irrigation,,Gram
Saline,8.177721401,2.585099355,30.67148249,20.39798931,42.77028886,Sprinkler Irrigation,,Onion
Loamy,6.475242742,2.186766842,37.27717242,17.04490772,42.20029965,Tube Well,,Citrus
Sandy,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Canal Irrigation,,Chilli
Black lava soil,6.751276666,2.681614488,28.48186964,17.5555694,47.94470164,Tube Well,,Coriander
Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Sprinkler Irrigation,,Tomato
Loamy,7.667527176,2.282394553,28.93955165,22.71101503,38.31061112,Tube Well,,Chilli
Nitrogenous,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Sprinkler Irrigation,,Sugarcane
Sandy,7.556570229,1.818441669,19.9627157,18.05826531,38.47190444,Sprinkler Irrigation,,Bajra
Alkaline,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Sprinkler Irrigation,,Fenugreek
Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Canal Irrigation,,Cotton
Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Tube Well,,Fenugreek
Sandy,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Canal Irrigation,,Chilli
Nitrogenous,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Drip Irrigation,,Mustard
Clay,7.349767026,1.497199312,31.80082092,17.31177121,43.27701915,Canal Irrigation,,Wheat
Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Drip Irrigation,,Fenugreek
Sandy,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Tube Well,,Gram
Sandy,7.453181906,2.662898324,23.56418216,13.01440907,37.08200337,Canal Irrigation,,Guava
Sandy,8.020477087,1.367370795,32.40293379,15.63505517,38.96507705,Drip Irrigation,,Oilseeds
Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Canal Irrigation,,Oilseeds
Black lava soil,7.038905547,1.522690949,32.59109475,17.46905469,39.10242713,Sprinkler Irrigation,,Wheat
Clay,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Tube Well,,Gram
Loamy,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Sprinkler Irrigation,,Chilli
Loamy,8.750450249,1.472180255,28.2315712,13.8378438,44.76230985,Tube Well,,Sugarcane
Alkaline,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Drip Irrigation,,Onion
Black lava soil,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Canal Irrigation,,Mustard
Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Tube Well,,Chilli
Chalky (Calcareous),7.736572727,1.648544281,28.81096481,22.33215644,42.60344748,Canal Irrigation,,Wheat
Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Drip Irrigation,,Fenugreek
Sandy,6.865334752,2.851257329,31.01164398,28.1592845,36.33483502,Canal Irrigation,,Sugarcane
Alkaline,7.194307376,1.953527897,28.80249039,25.58416888,40.93208085,Sprinkler Irrigation,,Citrus
Nitrogenous,8.155302956,2.585550986,23.71717332,26.44601526,38.40920749,Drip Irrigation,,Onion
Chalky (Calcareous),8.44609588,1.55814043,26.13485145,15.64636114,43.62295889,Tube Well,,Tomato
Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Sprinkler Irrigation,,Coriander
Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Sprinkler Irrigation,,Tomato
Alkaline,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Sprinkler Irrigation,,Mango
Nitrogenous,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Tube Well,,Chilli
Clay,8.157113288,2.356633125,24.87017591,23.03644508,47.33925222,Sprinkler Irrigation,,Cumin
Sandy,7.653701785,1.587693875,31.38300383,25.97740325,37.01685471,Tube Well,,Maize
Clay,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Drip Irrigation,,Gram
Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Sprinkler Irrigation,,Cotton
Black lava soil,6.751276666,2.681614488,28.48186964,17.5555694,47.94470164,Tube Well,,Coriander
Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Drip Irrigation,,Maize
Alkaline,6.636994691,1.864816652,29.8630784,29.76553599,43.43478316,Drip Irrigation,,Tomato
Nitrogenous,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Sprinkler Irrigation,,Mustard
Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Sprinkler Irrigation,,Guava
Saline,7.33980747,1.110300535,25.30016085,22.3832552,48.57953816,Canal Irrigation,,Tomato
Black lava soil,7.603180886,2.731097969,32.24317882,24.80993595,38.81494015,Sprinkler Irrigation,,Gram
Sandy,7.258219258,1.693916541,32.45603833,18.2098531,39.303014,Tube Well,,Maize
Nitrogenous,8.003365036,1.214423824,35.40757043,20.18770921,45.4590267,Canal Irrigation,,Opium
Alkaline,7.382144378,1.530268379,35.59622459,18.52772121,47.26377773,Tube Well,,Cotton
Chalky (Calcareous),7.956885811,1.227135107,37.94919489,22.8703561,46.99797323,Canal Irrigation,,Mango
Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Tube Well,,Garlic
Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Canal Irrigation,,Mustard
Nitrogenous,7.791368792,2.248436795,35.34885727,14.00151236,28.41928069,Tube Well,,Fenugreek
Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Drip Irrigation,,Chilli
Loamy,7.305878473,1.972039776,31.68978764,24.45651843,40.02114929,Drip Irrigation,,Tomato
Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Drip Irrigation,,Chilli
Black lava soil,8.337429836,1.862598848,18.99378263,10.00555547,40.17014793,Sprinkler Irrigation,,Guava
Chalky (Calcareous),6.624085597,1.805038147,30.79026745,19.51688165,37.92016536,Drip Irrigation,,Mango
Sandy,8.020477087,1.367370795,32.40293379,15.63505517,38.96507705,Drip Irrigation,,Oilseeds
Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tube Well,,Tomato
Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Sprinkler Irrigation,,Cotton
Clay,7.096811535,2.03784747,33.42794873,19.29175707,45.83185273,Drip Irrigation,,Mango
Alkaline,7.754841539,2.405852786,31.65959224,34.67703103,34.86038117,Tube Well,,Chilli
Black lava soil,7.987856689,2.000377754,33.42928909,9.231347131,42.23490859,Canal Irrigation,,Pulses
Clay,7.340576822,2.313217336,29.60045774,21.0253767,31.88308735,Canal Irrigation,,Barley
Nitrogenous,6.809700647,1.781922279,28.71189757,19.65183273,43.44582229,Drip Irrigation,,Coriander
Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Tube Well,,Mango
Chalky (Calcareous),7.138017635,1.677829866,16.30429897,25.93072737,47.7016199,Sprinkler Irrigation,,Barley
Chalky (Calcareous),6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Drip Irrigation,,Guava
Chalky (Calcareous),7.923441052,1.942387884,28.07528556,22.70454259,44.38084584,Canal Irrigation,,Sugarcane
Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Sprinkler Irrigation,,Cumin
Clay,7.571653153,1.742047343,25.37303871,11.22281051,36.52425321,Tube Well,,Citrus
Alkaline,7.553584958,1.460743629,29.12352735,21.99658801,41.80196698,Drip Irrigation,,Oilseeds
Saline,7.562774293,1.521970724,41.58818394,12.96353278,33.50948048,Tube Well,,Sugarcane
Alkaline,7.201794296,1.850409114,34.04459635,17.07772354,36.25321155,Drip Irrigation,,Coriander
Saline,7.965832983,2.197686841,28.43661415,16.02005545,38.75513172,Drip Irrigation,,Citrus
Nitrogenous,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Tube Well,,Coriander
Black lava soil,8.095545342,1.926573239,18.90111026,13.00159248,38.75315187,Sprinkler Irrigation,,Coriander
Clay,7.996891107,2.686957193,25.73806617,22.37682805,43.16227108,Sprinkler Irrigation,,Mustard
Alkaline,6.821532215,2.111576527,32.75942986,23.40115104,30.31623649,Canal Irrigation,,Coriander
Clay,7.609329653,1.776839742,28.99680351,21.83755205,45.20215446,Drip Irrigation,,Cumin
Loamy,7.989228903,1.594735685,34.28487768,19.65776754,40.14387782,Sprinkler Irrigation,,Fennel
Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Canal Irrigation,,Fenugreek
Black lava soil,7.315340615,1.210281851,25.91054079,21.95604664,42.90890885,Canal Irrigation,,Fenugreek
Saline,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Tube Well,,Fenugreek
Black lava soil,7.567781708,2.364259322,33.18802906,21.29384903,45.97765694,Sprinkler Irrigation,,Mango
Alkaline,6.984487362,2.411175235,25.81509823,22.7598213,38.27950986,Tube Well,,Cumin
Chalky (Calcareous),6.521330705,1.665928476,30.96689726,13.25911477,40.07841118,Tube Well,,Onion
Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Drip Irrigation,,Opium
Sandy,8.683707182,1.811117556,23.5452889,17.96512817,40.07002484,Canal Irrigation,,Cumin
Black lava soil,6.963335984,1.785576037,32.07918418,23.00106483,44.78966028,Drip Irrigation,,Pulses
Loamy,7.737875996,2.294819616,16.74085968,26.83194706,36.31131648,Sprinkler Irrigation,,Opium
Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Drip Irrigation,,Opium
Alkaline,6.68303852,1.787584326,32.51249848,15.54625568,32.86586712,Canal Irrigation,,Wheat
Clay,7.85817004,3.162349457,27.35526619,24.78652411,39.46954682,Sprinkler Irrigation,,Cotton
Chalky (Calcareous),7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Drip Irrigation,,Garlic
Chalky (Calcareous),6.940226936,1.803235072,30.89347358,26.14607392,43.01547342,Canal Irrigation,,Gram
Saline,7.455727893,1.773054292,34.45028866,16.96369293,38.99899373,Canal Irrigation,,Sugarcane
Loamy,7.367822083,1.612898091,26.98687848,20.00891521,34.70394146,Tube Well,,Pomegranate
Black lava soil,7.371829661,1.730976121,33.9892189,10.70331614,40.22745738,Sprinkler Irrigation,,Garlic
Clay,7.54350824,1.481928214,34.28368711,21.99024108,41.97289993,Sprinkler Irrigation,,Bajra
Nitrogenous,6.559994983,2.356356014,20.58424896,18.13840474,42.18656594,Canal Irrigation,,Gram
Loamy,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Drip Irrigation,,Guava
Nitrogenous,7.359437258,2.28967338,37.06013439,16.8592813,40.49466894,Drip Irrigation,,Wheat
Black lava soil,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Sprinkler Irrigation,,Cotton
Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Drip Irrigation,,Gram
Chalky (Calcareous),7.305739612,2.095211945,32.24609361,17.45096653,40.17220506,Tube Well,,Bajra
Loamy,7.373161961,1.827417647,32.44627268,23.43176778,35.80553663,Tube Well,,Mustard
Alkaline,7.251019077,1.743732945,25.99236205,18.26406752,43.8540111,Canal Irrigation,,Fennel
Clay,8.408377815,1.365354447,37.68078386,19.44340576,41.49542867,Canal Irrigation,,Onion
Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Tube Well,,Cumin
Clay,8.019189426,1.240326962,15.83922201,17.74420571,42.758704,Sprinkler Irrigation,,Barley
Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Tube Well,,Barley
Clay,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Sprinkler Irrigation,,Opium
Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Sprinkler Irrigation,,Gram
Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Sprinkler Irrigation,,Mango
Chalky (Calcareous),7.558289256,2.535757968,22.46732985,10.17222054,37.06442365,Drip Irrigation,,Wheat
Saline,6.74051511,2.252290907,33.13269182,13.80218857,32.48564696,Sprinkler Irrigation,,Opium
Chalky (Calcareous),7.079614055,2.110315402,28.23956126,21.6237912,42.90283844,Canal Irrigation,,Bajra
Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Sprinkler Irrigation,,Mango
Black lava soil,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Sprinkler Irrigation,,Wheat
Sandy,7.334612552,1.744919593,30.74728045,23.85375105,51.90856766,Drip Irrigation,,Fennel
Alkaline,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Sprinkler Irrigation,,Onion
Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Tube Well,,Barley
Sandy,7.433498418,1.339553859,40.71503527,17.65117768,40.79378025,Drip Irrigation,,Cotton
Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Canal Irrigation,,Pomegranate
Sandy,7.869826576,1.045321956,36.59151162,20.36340262,37.94253428,Drip Irrigation,,Opium
Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Tube Well,,Cotton
Black lava soil,7.274025314,1.605330747,29.96477507,18.92195211,38.14071059,Tube Well,,Chilli
Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Drip Irrigation,,Chilli
Black lava soil,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Drip Irrigation,,Fennel
Saline,8.130759626,1.666405458,26.3351555,25.48034954,42.12660654,Canal Irrigation,,Citrus
Nitrogenous,8.03554025,0.962756824,29.88982568,25.60930752,39.06660519,Sprinkler Irrigation,,Mustard
Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Sprinkler Irrigation,,Gram
Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Drip Irrigation,,Citrus
Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Sprinkler Irrigation,,Onion
Loamy,7.499142923,2.544768292,41.82703886,12.80639949,38.87368679,Sprinkler Irrigation,,Cumin
Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Tube Well,,Cumin
Saline,7.097100173,2.505137293,29.77819272,26.89233678,36.64243897,Drip Irrigation,,Wheat
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Saline,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Tube Well,,Mustard
Clay,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Canal Irrigation,,Citrus
Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Tube Well,,Garlic
Clay,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Drip Irrigation,,Maize
Sandy,7.569826845,2.036668372,34.84384948,24.83589061,42.46988691,Canal Irrigation,,Citrus
Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Sprinkler Irrigation,,Cumin
Clay,7.683373204,1.808062629,31.01140204,19.91052511,35.11799976,Tube Well,,Fennel
Clay,8.524354129,1.187253865,27.21610614,20.16319418,45.68690549,Sprinkler Irrigation,,Bajra
Clay,7.069717298,1.838478816,28.163815,17.89321596,43.1067337,Drip Irrigation,,Sugarcane
Clay,7.766679622,2.419734252,36.09097356,25.28684153,44.360985,Drip Irrigation,,Chilli
Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Sprinkler Irrigation,,Onion
Saline,7.650703535,1.98170998,21.31097692,20.09023626,46.05337276,Tube Well,,Mango
Sandy,8.053355212,0.862689484,28.97935116,35.58840565,39.93978224,Drip Irrigation,,Maize
Sandy,7.754304187,1.78484534,22.57971668,18.95765895,46.03304077,Drip Irrigation,,Mango
Black lava soil,7.949179784,2.56238836,27.43705602,23.41606202,46.95127664,Canal Irrigation,,Coriander
Nitrogenous,6.379042033,2.102727844,26.12196698,15.99832297,37.50506372,Canal Irrigation,,Tomato
Alkaline,7.050986387,1.616977399,27.69366475,8.736033026,41.67984087,Sprinkler Irrigation,,Mustard
Black lava soil,6.475029361,2.579537032,28.31872631,22.12744967,45.98623462,Tube Well,,Citrus
Chalky (Calcareous),7.288200709,1.317191298,25.12939077,23.51713958,33.46315109,Sprinkler Irrigation,,Sugarcane
Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Canal Irrigation,,Oilseeds
Sandy,7.748894155,2.268706001,33.21150618,11.52872052,45.03303271,Sprinkler Irrigation,,Bajra
Saline,7.42435039,1.302105399,32.95674621,16.38004834,39.02304824,Tube Well,,Cotton
Nitrogenous,7.186289633,2.614428275,32.30539016,21.25314116,44.04285503,Drip Irrigation,,Cotton
Loamy,7.658726631,1.833569798,29.53306571,17.35333944,32.42764845,Sprinkler Irrigation,,Opium
Black lava soil,7.301221117,2.618826879,31.89883818,15.15977121,38.44846147,Canal Irrigation,,Pomegranate
Black lava soil,8.291058376,1.800267255,30.64593737,19.6836302,36.70125679,Canal Irrigation,,Onion
Loamy,7.180707087,2.826654819,33.11543674,21.19928873,42.43154997,Tube Well,,Fenugreek
Loamy,7.39201974,2.468738746,38.17533197,26.55846725,34.53929203,Drip Irrigation,,Barley
Sandy,7.193206197,2.09812047,32.72893357,9.142142976,39.95943399,Sprinkler Irrigation,,Oilseeds
Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Tube Well,,Mango
Saline,7.90699043,2.064308725,28.8717181,26.94512181,43.18662342,Drip Irrigation,,Bajra
Sandy,7.628686553,1.684576799,32.16176357,16.4140905,29.83823118,Canal Irrigation,,Garlic
Nitrogenous,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Sprinkler Irrigation,,Pulses
