District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
Udaipur,Sandy,7.702411704,1.982451767,25.73033546,26.45230371,40.27599621,Cotton,Tube Well,13020.90917,13819.91218
Bhilwara,Alkaline,8.546598966,1.24405829,35.79690522,24.86550781,36.1045363,Onion,Tube Well,12922.99221,12315.19081
Alwar,Clay,7.72343625,1.8287254,30.85231885,15.18633717,38.9669436,Gram,Tube Well,9289.883923,9468.516256
Bhilwara,Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Cotton,Tube Well,15002.26221,15455.49235
Ajmer,Saline,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Opium,Sprinkler Irrigation,9343.571349,8769.848364
Sri Ganganagar,Loamy,7.998816038,1.856602882,33.79757444,18.54120684,39.70086928,Chilli,Drip Irrigation,6838.008501,6417.574559
Kota,Chalky (Calcareous),6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Guava,Drip Irrigation,13202.48578,12510.03672
Kota,Clay,7.392106437,1.411119271,37.34892129,16.88864889,30.79866808,Wheat,Sprinkler Irrigation,6592.136115,5623.906608
Hanumangarh,Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Chilli,Drip Irrigation,7325.435419,7496.33086
Hanumangarh,Black lava soil,8.041499969,1.461809406,26.63104947,24.78768582,26.43693718,Gram,Canal Irrigation,8038.06284,8206.715281
Sri Ganganagar,Saline,8.177721401,2.585099355,30.67148249,20.39798931,42.77028886,Onion,Sprinkler Irrigation,9916.312266,9189.075187
Jaipur,Loamy,6.475242742,2.186766842,37.27717242,17.04490772,42.20029965,Citrus,Tube Well,12638.37382,12830.05292
Sri Ganganagar,Sandy,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Chilli,Canal Irrigation,12395.98343,11987.09717
Kota,Black lava soil,6.751276666,2.681614488,28.48186964,17.5555694,47.94470164,Coriander,Tube Well,5507.389544,5988.223314
Udaipur,Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Tomato,Sprinkler Irrigation,15963.09966,16372.35779
Jodhpur,Loamy,7.667527176,2.282394553,28.93955165,22.71101503,38.31061112,Chilli,Tube Well,12572.91885,12309.27993
Ajmer,Nitrogenous,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Sugarcane,Sprinkler Irrigation,11408.14277,11428.96675
Alwar,Sandy,7.556570229,1.818441669,19.9627157,18.05826531,38.47190444,Bajra,Sprinkler Irrigation,11182.19502,10829.55677
Bhilwara,Alkaline,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Fenugreek,Sprinkler Irrigation,9494.57654,8871.030216
Ajmer,Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Cotton,Canal Irrigation,8929.086542,9328.315784
Ajmer,Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Fenugreek,Tube Well,6100.508016,6527.63544
Sri Ganganagar,Sandy,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Chilli,Canal Irrigation,12395.98343,11987.09717
Jodhpur,Nitrogenous,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Mustard,Drip Irrigation,14521.55138,13847.43275
Ajmer,Clay,7.349767026,1.497199312,31.80082092,17.31177121,43.27701915,Wheat,Canal Irrigation,7206.720663,7201.975878
Bhilwara,Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Fenugreek,Drip Irrigation,7051.334138,6827.565826
Hanumangarh,Sandy,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Gram,Tube Well,6419.276992,6685.757927
Jodhpur,Sandy,7.453181906,2.662898324,23.56418216,13.01440907,37.08200337,Guava,Canal Irrigation,10063.16245,9810.943169
Sri Ganganagar,Sandy,8.020477087,1.367370795,32.40293379,15.63505517,38.96507705,Oilseeds,Drip Irrigation,11748.25844,11780.70667
Udaipur,Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Oilseeds,Canal Irrigation,11398.12061,11403.07065
Nagaur,Black lava soil,7.038905547,1.522690949,32.59109475,17.46905469,39.10242713,Wheat,Sprinkler Irrigation,13237.01182,13184.33848
Kota,Clay,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Gram,Tube Well,7454.83478,7743.672
Sri Ganganagar,Loamy,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Chilli,Sprinkler Irrigation,7955.05355,7699.926265
Jaipur,Loamy,8.750450249,1.472180255,28.2315712,13.8378438,44.76230985,Sugarcane,Tube Well,13030.96599,13630.77372
Kota,Alkaline,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Onion,Drip Irrigation,7703.977881,7705.279527
Udaipur,Black lava soil,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Mustard,Canal Irrigation,8355.334628,8327.788438
Jaipur,Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Chilli,Tube Well,11960.80291,11499.37797
Kota,Chalky (Calcareous),7.736572727,1.648544281,28.81096481,22.33215644,42.60344748,Wheat,Canal Irrigation,16092.81368,15806.90143
Bhilwara,Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Fenugreek,Drip Irrigation,7051.334138,6827.565826
Nagaur,Sandy,6.865334752,2.851257329,31.01164398,28.1592845,36.33483502,Sugarcane,Canal Irrigation,13435.9878,14307.01195
Bhilwara,Alkaline,7.194307376,1.953527897,28.80249039,25.58416888,40.93208085,Citrus,Sprinkler Irrigation,14313.65227,13678.46662
Sri Ganganagar,Nitrogenous,8.155302956,2.585550986,23.71717332,26.44601526,38.40920749,Onion,Drip Irrigation,11927.85041,11650.67899
Ajmer,Chalky (Calcareous),8.44609588,1.55814043,26.13485145,15.64636114,43.62295889,Tomato,Tube Well,11365.79779,11238.06361
Bhilwara,Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Coriander,Sprinkler Irrigation,12385.67735,12661.67578
Udaipur,Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Tomato,Sprinkler Irrigation,15963.09966,16372.35779
Jaipur,Alkaline,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Mango,Sprinkler Irrigation,6794.217285,5950.658344
Kota,Nitrogenous,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Chilli,Tube Well,14931.39582,15578.77262
Sri Ganganagar,Clay,8.157113288,2.356633125,24.87017591,23.03644508,47.33925222,Cumin,Sprinkler Irrigation,8653.279811,7842.768946
Jodhpur,Sandy,7.653701785,1.587693875,31.38300383,25.97740325,37.01685471,Maize,Tube Well,9862.175812,10281.55341
Sri Ganganagar,Clay,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Gram,Drip Irrigation,11668.9426,11732.2647
Hanumangarh,Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Cotton,Sprinkler Irrigation,8243.694955,8000.731989
Kota,Black lava soil,6.751276666,2.681614488,28.48186964,17.5555694,47.94470164,Coriander,Tube Well,5507.389544,5988.223314
Nagaur,Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Maize,Drip Irrigation,15589.49965,14763.18527
Jodhpur,Alkaline,6.636994691,1.864816652,29.8630784,29.76553599,43.43478316,Tomato,Drip Irrigation,5627.102215,5556.406323
Kota,Nitrogenous,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Mustard,Sprinkler Irrigation,13775.39657,13663.8373
Jaipur,Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Guava,Sprinkler Irrigation,12720.05023,11959.80721
Udaipur,Saline,7.33980747,1.110300535,25.30016085,22.3832552,48.57953816,Tomato,Canal Irrigation,8087.025431,9027.325758
Jaipur,Black lava soil,7.603180886,2.731097969,32.24317882,24.80993595,38.81494015,Gram,Sprinkler Irrigation,11018.71278,10652.1919
Ajmer,Sandy,7.258219258,1.693916541,32.45603833,18.2098531,39.303014,Maize,Tube Well,5680.971784,6249.58613
Hanumangarh,Nitrogenous,8.003365036,1.214423824,35.40757043,20.18770921,45.4590267,Opium,Canal Irrigation,12951.16696,12032.38409
Jodhpur,Alkaline,7.382144378,1.530268379,35.59622459,18.52772121,47.26377773,Cotton,Tube Well,13407.00554,13559.71025
Kota,Chalky (Calcareous),7.956885811,1.227135107,37.94919489,22.8703561,46.99797323,Mango,Canal Irrigation,9255.737043,8560.526967
Sri Ganganagar,Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Garlic,Tube Well,10209.99323,10742.56007
Kota,Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Mustard,Canal Irrigation,11010.51114,11097.97318
Hanumangarh,Nitrogenous,7.791368792,2.248436795,35.34885727,14.00151236,28.41928069,Fenugreek,Tube Well,13241.42737,13769.9158
Jodhpur,Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Chilli,Drip Irrigation,10096.85948,9846.919244
Kota,Loamy,7.305878473,1.972039776,31.68978764,24.45651843,40.02114929,Tomato,Drip Irrigation,8693.042665,9179.997547
Jodhpur,Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Chilli,Drip Irrigation,10096.85948,9846.919244
Kota,Black lava soil,8.337429836,1.862598848,18.99378263,10.00555547,40.17014793,Guava,Sprinkler Irrigation,9964.905629,10217.83412
Nagaur,Chalky (Calcareous),6.624085597,1.805038147,30.79026745,19.51688165,37.92016536,Mango,Drip Irrigation,13618.18692,13868.92024
Sri Ganganagar,Sandy,8.020477087,1.367370795,32.40293379,15.63505517,38.96507705,Oilseeds,Drip Irrigation,11748.25844,11780.70667
Alwar,Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tomato,Tube Well,12226.92394,12060.76864
Ajmer,Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Cotton,Sprinkler Irrigation,8645.003669,7681.135924
Hanumangarh,Clay,7.096811535,2.03784747,33.42794873,19.29175707,45.83185273,Mango,Drip Irrigation,11665.67213,11731.16326
Bhilwara,Alkaline,7.754841539,2.405852786,31.65959224,34.67703103,34.86038117,Chilli,Tube Well,11143.4988,10342.08728
Nagaur,Black lava soil,7.987856689,2.000377754,33.42928909,9.231347131,42.23490859,Pulses,Canal Irrigation,12581.68561,11774.35287
Kota,Clay,7.340576822,2.313217336,29.60045774,21.0253767,31.88308735,Barley,Canal Irrigation,8961.018206,9238.911257
Jodhpur,Nitrogenous,6.809700647,1.781922279,28.71189757,19.65183273,43.44582229,Coriander,Drip Irrigation,10478.28625,9718.240474
Bhilwara,Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Mango,Tube Well,10908.85768,10553.70041
Sri Ganganagar,Chalky (Calcareous),7.138017635,1.677829866,16.30429897,25.93072737,47.7016199,Barley,Sprinkler Irrigation,7141.194633,7053.047708
Kota,Chalky (Calcareous),6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Guava,Drip Irrigation,13202.48578,12510.03672
Alwar,Chalky (Calcareous),7.923441052,1.942387884,28.07528556,22.70454259,44.38084584,Sugarcane,Canal Irrigation,9362.07683,8625.621094
Hanumangarh,Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Cumin,Sprinkler Irrigation,13079.78237,13578.45199
Jodhpur,Clay,7.571653153,1.742047343,25.37303871,11.22281051,36.52425321,Citrus,Tube Well,9031.82612,8450.692002
Udaipur,Alkaline,7.553584958,1.460743629,29.12352735,21.99658801,41.80196698,Oilseeds,Drip Irrigation,12807.00621,13128.47439
Alwar,Saline,7.562774293,1.521970724,41.58818394,12.96353278,33.50948048,Sugarcane,Tube Well,16002.21084,15205.83802
Alwar,Alkaline,7.201794296,1.850409114,34.04459635,17.07772354,36.25321155,Coriander,Drip Irrigation,8748.637486,8843.320705
Jaipur,Saline,7.965832983,2.197686841,28.43661415,16.02005545,38.75513172,Citrus,Drip Irrigation,6404.663278,7170.109522
Hanumangarh,Nitrogenous,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Coriander,Tube Well,10416.44793,9783.538881
Bhilwara,Black lava soil,8.095545342,1.926573239,18.90111026,13.00159248,38.75315187,Coriander,Sprinkler Irrigation,7380.173967,6828.365244
Alwar,Clay,7.996891107,2.686957193,25.73806617,22.37682805,43.16227108,Mustard,Sprinkler Irrigation,12872.89236,13647.41543
Jodhpur,Alkaline,6.821532215,2.111576527,32.75942986,23.40115104,30.31623649,Coriander,Canal Irrigation,10766.2651,10990.98914
Sri Ganganagar,Clay,7.609329653,1.776839742,28.99680351,21.83755205,45.20215446,Cumin,Drip Irrigation,10498.5806,11378.40275
Jaipur,Loamy,7.989228903,1.594735685,34.28487768,19.65776754,40.14387782,Fennel,Sprinkler Irrigation,12894.04065,13842.29579
Udaipur,Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Fenugreek,Canal Irrigation,9823.318137,9427.97056
Ajmer,Black lava soil,7.315340615,1.210281851,25.91054079,21.95604664,42.90890885,Fenugreek,Canal Irrigation,10637.32123,10808.457
Kota,Saline,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Fenugreek,Tube Well,8345.467035,8160.031476
Ajmer,Black lava soil,7.567781708,2.364259322,33.18802906,21.29384903,45.97765694,Mango,Sprinkler Irrigation,10497.01272,10795.08952
Bhilwara,Alkaline,6.984487362,2.411175235,25.81509823,22.7598213,38.27950986,Cumin,Tube Well,9033.17584,9957.40999
Jodhpur,Chalky (Calcareous),6.521330705,1.665928476,30.96689726,13.25911477,40.07841118,Onion,Tube Well,10453.94558,10588.4489
Ajmer,Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Opium,Drip Irrigation,5800.331231,6665.005919
Ajmer,Sandy,8.683707182,1.811117556,23.5452889,17.96512817,40.07002484,Cumin,Canal Irrigation,15567.96604,15062.27317
Jodhpur,Black lava soil,6.963335984,1.785576037,32.07918418,23.00106483,44.78966028,Pulses,Drip Irrigation,7941.716516,8381.194585
Jodhpur,Loamy,7.737875996,2.294819616,16.74085968,26.83194706,36.31131648,Opium,Sprinkler Irrigation,5841.960732,6810.487808
Ajmer,Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Opium,Drip Irrigation,5800.331231,6665.005919
Sri Ganganagar,Alkaline,6.68303852,1.787584326,32.51249848,15.54625568,32.86586712,Wheat,Canal Irrigation,8855.178853,8711.475234
Sri Ganganagar,Clay,7.85817004,3.162349457,27.35526619,24.78652411,39.46954682,Cotton,Sprinkler Irrigation,6156.527636,5892.367944
Hanumangarh,Chalky (Calcareous),7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Garlic,Drip Irrigation,13964.53159,14596.64479
Nagaur,Chalky (Calcareous),6.940226936,1.803235072,30.89347358,26.14607392,43.01547342,Gram,Canal Irrigation,6675.294867,6942.618462
Udaipur,Saline,7.455727893,1.773054292,34.45028866,16.96369293,38.99899373,Sugarcane,Canal Irrigation,12579.51717,11595.32163
Bhilwara,Loamy,7.367822083,1.612898091,26.98687848,20.00891521,34.70394146,Pomegranate,Tube Well,13011.66554,13527.27769
Kota,Black lava soil,7.371829661,1.730976121,33.9892189,10.70331614,40.22745738,Garlic,Sprinkler Irrigation,8202.166113,8122.905725
Udaipur,Clay,7.54350824,1.481928214,34.28368711,21.99024108,41.97289993,Bajra,Sprinkler Irrigation,13197.7855,12776.71183
Jodhpur,Nitrogenous,6.559994983,2.356356014,20.58424896,18.13840474,42.18656594,Gram,Canal Irrigation,8239.982405,9048.975322
Jodhpur,Loamy,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Guava,Drip Irrigation,10909.23647,10440.86774
Kota,Nitrogenous,7.359437258,2.28967338,37.06013439,16.8592813,40.49466894,Wheat,Drip Irrigation,12154.89706,12140.99751
Nagaur,Black lava soil,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Cotton,Sprinkler Irrigation,6853.193864,6138.577841
Kota,Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Gram,Drip Irrigation,6869.831373,7745.430446
Jodhpur,Chalky (Calcareous),7.305739612,2.095211945,32.24609361,17.45096653,40.17220506,Bajra,Tube Well,13707.24851,13088.40604
Udaipur,Loamy,7.373161961,1.827417647,32.44627268,23.43176778,35.80553663,Mustard,Tube Well,14648.34476,13778.1965
Udaipur,Alkaline,7.251019077,1.743732945,25.99236205,18.26406752,43.8540111,Fennel,Canal Irrigation,9165.321933,8174.462016
Hanumangarh,Clay,8.408377815,1.365354447,37.68078386,19.44340576,41.49542867,Onion,Canal Irrigation,11618.40525,11633.67714
Nagaur,Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Cumin,Tube Well,12124.62296,11550.14433
Jaipur,Clay,8.019189426,1.240326962,15.83922201,17.74420571,42.758704,Barley,Sprinkler Irrigation,10110.53999,10754.21731
Udaipur,Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Barley,Tube Well,8300.162932,8995.547221
Alwar,Clay,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Opium,Sprinkler Irrigation,7627.310715,7396.69114
Jodhpur,Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Gram,Sprinkler Irrigation,9523.558288,10095.72053
Jodhpur,Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Mango,Sprinkler Irrigation,5029.106724,5620.330564
Alwar,Chalky (Calcareous),7.558289256,2.535757968,22.46732985,10.17222054,37.06442365,Wheat,Drip Irrigation,7021.777144,6754.597332
Kota,Saline,6.74051511,2.252290907,33.13269182,13.80218857,32.48564696,Opium,Sprinkler Irrigation,11996.21101,12517.98282
Ajmer,Chalky (Calcareous),7.079614055,2.110315402,28.23956126,21.6237912,42.90283844,Bajra,Canal Irrigation,13002.94129,13746.17239
Alwar,Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Mango,Sprinkler Irrigation,11721.09111,12589.74585
Sri Ganganagar,Black lava soil,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Wheat,Sprinkler Irrigation,12379.83859,13308.36619
Jodhpur,Sandy,7.334612552,1.744919593,30.74728045,23.85375105,51.90856766,Fennel,Drip Irrigation,10913.24647,11619.93063
Hanumangarh,Alkaline,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Onion,Sprinkler Irrigation,7674.505236,6978.803847
Udaipur,Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Barley,Tube Well,8300.162932,8995.547221
Nagaur,Sandy,7.433498418,1.339553859,40.71503527,17.65117768,40.79378025,Cotton,Drip Irrigation,10268.31714,9304.147579
Kota,Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Pomegranate,Canal Irrigation,7285.115978,7134.659692
Udaipur,Sandy,7.869826576,1.045321956,36.59151162,20.36340262,37.94253428,Opium,Drip Irrigation,14601.97346,14377.08275
Nagaur,Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Cotton,Tube Well,6307.872962,6303.275718
Hanumangarh,Black lava soil,7.274025314,1.605330747,29.96477507,18.92195211,38.14071059,Chilli,Tube Well,9414.820996,8782.593394
Ajmer,Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Chilli,Drip Irrigation,6549.980603,6429.088352
Hanumangarh,Black lava soil,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Fennel,Drip Irrigation,12094.26981,12418.71668
Kota,Saline,8.130759626,1.666405458,26.3351555,25.48034954,42.12660654,Citrus,Canal Irrigation,8894.466283,9044.751661
Nagaur,Nitrogenous,8.03554025,0.962756824,29.88982568,25.60930752,39.06660519,Mustard,Sprinkler Irrigation,10055.48158,10698.92911
Jodhpur,Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Gram,Sprinkler Irrigation,9523.558288,10095.72053
Bhilwara,Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Citrus,Drip Irrigation,13274.41758,12920.41611
Jodhpur,Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Onion,Sprinkler Irrigation,11867.53394,11877.06166
Ajmer,Loamy,7.499142923,2.544768292,41.82703886,12.80639949,38.87368679,Cumin,Sprinkler Irrigation,8969.528013,9108.388937
Hanumangarh,Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Cumin,Tube Well,11147.15481,11198.79753
Alwar,Saline,7.097100173,2.505137293,29.77819272,26.89233678,36.64243897,Wheat,Drip Irrigation,9840.984479,9731.900643
Sri Ganganagar,Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Fennel,Canal Irrigation,8385.900627,8458.110409
Jaipur,Saline,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Mustard,Tube Well,10292.96425,10935.11363
Bhilwara,Clay,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Citrus,Canal Irrigation,14756.56274,14082.62103
Jaipur,Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Garlic,Tube Well,11609.33089,11335.91998
Jodhpur,Clay,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Maize,Drip Irrigation,12174.97102,11736.59004
Bhilwara,Sandy,7.569826845,2.036668372,34.84384948,24.83589061,42.46988691,Citrus,Canal Irrigation,11118.11462,10172.8164
Hanumangarh,Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Cumin,Sprinkler Irrigation,13079.78237,13578.45199
